rating,reviews,sentiment,Subjectivity,Polarity,Analysis,target
5.0,"amazing (bt) headphonesthe medium could loaded. so , important thing attracts buy headphone design that's much mind-blowing headphone price range , i get rockerz 1000 sale ... let's talk imp. point wanna know ..pros:-1.bass ( 5/5 )2.tereble ( 5/5 )3.build quality ( 4/5 )note :- it's depend u r using product whether roughly nicely.. u use wisely there's issue build quality.4. look ( 5/5 ) black & golden fit better one.5.mic ( 4/5)note:- there's noise cancellation i thought , bit lower others hear call also manage-able not huge issue6.bluetooth range ( 5/5 )no problem range good compared others ..cons :-1.aux cable ( 2/5 )note :- it's thin u purchase new one aftermarket hardly cost u around 30 40 if u purchase a good one .2.usb cable ( 2/5 )note :- same issue like aux one , also thin , ok adjust price range .... also i mentioned clicked photo u check assure youself ...i bought online class listening song daily basis most youtube channel say ""the bass upto mark "" i think u try really u issue , both (ears) start vibrating bass.. feel awesome.. according perspective i give ( 4.5/5 )go amazing rockerz 370.. u think review help u gain perfect knowledge headphone plzz like it.",0.2799242424242424,0.6097902097902097,0.2799242424242424,Positive,2
4.0,i appreciated producti use day personal recommendation product wonderful self,0.39999999999999997,0.4666666666666666,0.39999999999999997,Positive,2
4.0,nicei like,0.0,0.0,0.0,Neutral,1
3.0,balanced sound longtime ache ear cause cufs kinda hardsuggestions- 1. i got 2021 great indian festival 899 buy 1.2k ain't worth it. 2. try boat rockerz 450 sale priced 899 normally around 3. don't spend headphone much budget student 4. after buying product official website & purchase warranty 1. good sound quality & sound high base high balanced 2. noise cancellation good 3. bluetooth connectivity good (v 5.0) 4. come aux cable box 5. battery backup good too(1-2 day 100%-30% normal usage)dislike- 1. cufs kinda hard type though contribute good noise cancellation ear ache thumb long time usage; solution- make habit it 2. right ear cuff come loose unattached. it's like broken something come box like,0.25176783533926395,0.5131719867434154,0.25176783533926395,Positive,2
5.0,supergood,0.0,0.0,0.0,Neutral,1
5.0,very nice headphone good sound qualitycheap best! i loving it. best value money!!i wish head fitting little better.,0.5880555555555556,0.5611111111111111,0.5880555555555556,Positive,2
5.0,overall good headphone le convenient u due sizegood head6,0.19166666666666665,0.325,0.19166666666666665,Positive,2
5.0,excellentexcellent sound quality,0.4,0.4,0.4,Positive,2
5.0,superb quality budget..premium item budget price... nice one,0.8,1.0,0.8,Positive,2
5.0,not good productdon't buy waste money broke wear,-0.275,0.30000000000000004,-0.275,Negative,0
2.0,experience1-2 ghante lagataar pahenne par kaan dard ho jata hai. bahot tight hai.,-0.17857142857142858,0.2857142857142857,-0.17857142857142858,Negative,0
4.0,nice one boat headphones.,0.6,1.0,0.6,Positive,2
5.0,"best headphone everit's one half year quality excellent. the bass, treble, sound effect sound best. especially meant song lover",0.4354166666666667,0.5083333333333333,0.4354166666666667,Positive,2
4.0,boatits nice ear problem,0.6,1.0,0.6,Positive,2
5.0,"best product affordable ,don't worry go want iti liked everything ,i expect product awesome,i satisfied thankyou amazon great product .",0.7250000000000001,0.7125,0.7250000000000001,Positive,2
4.0,"good headphone price rangesoverall it's good headphones, wired option well. for gaming, in bluetooth mode sound abit slow since come wire options, fine use wire. the bass also ok. but problem comfortablity, sponge abit hard headphone tight, comfortable long use.",0.19512987012987013,0.5024891774891775,0.19512987012987013,Positive,2
5.0,surab productlooking beautiful 🤩,0.85,1.0,0.85,Positive,2
4.0,goodthis product totally awesome!!,1.0,1.0,1.0,Positive,2
5.0,battery life goodbattery life good,0.7,0.6000000000000001,0.7,Positive,2
4.0,worth,0.3,0.1,0.3,Positive,2
5.0,"audio goodvery nice,",0.6,1.0,0.6,Positive,2
4.0,must buythe medium could loaded. best quality,1.0,0.3,1.0,Positive,2
3.0,okay,0.5,0.5,0.5,Positive,2
5.0,outstandingit's really amazing headphone headphone sound quality smooth high quality,0.38999999999999996,0.585,0.38999999999999996,Positive,2
5.0,nice productworth money ... purchased niece enjoying sound quality..good purchase,0.5,0.6666666666666666,0.5,Positive,2
5.0,value moneynice disign good sound quality,0.55,0.5,0.55,Positive,2
5.0,supersuper,0.0,0.0,0.0,Neutral,1
5.0,good product,0.7,0.6000000000000001,0.7,Positive,2
2.0,"not long lasting, poor bassrealised day 1 - due hard plastic small size sliders, one going last long.lasted 6 months.have used boat bass head 900 - better sound quality lasted two years.quality gone downhill.bye bye boat. never again.",-0.029166666666666684,0.3783333333333333,-0.029166666666666684,Negative,0
5.0,best headphone long battery backupits best headphone long battery backup. i'm used play song whole day still battery draining quickly. just love sound quality comfort wearing,0.4166666666666667,0.4125,0.4166666666666667,Positive,2
4.0,very nice.noise cancellation medium. rest fantastic.,0.30000000000000004,0.6,0.30000000000000004,Positive,2
5.0,good basegood,0.7,0.6000000000000001,0.7,Positive,2
4.0,good valued headphonesquality good enough. however bass average.,0.22000000000000003,0.52,0.22000000000000003,Positive,2
2.0,the mic working properly.the mic working properly. i think worth buying. i trying replace getting assistance.,0.15,0.1,0.15,Positive,2
4.0,"decentdecent product thing paining ur ear ,,so u cant wear long...its bit tight",-0.17857142857142858,0.2857142857142857,-0.17857142857142858,Negative,0
3.0,good productnice,0.7,0.6000000000000001,0.7,Positive,2
4.0,satisfactorythe medium could loaded.,0.0,0.0,0.0,Neutral,1
4.0,nice product 🦊audio quality really nice...,0.6,1.0,0.6,Positive,2
2.0,below averagethe sound quality good working properly bluetooth mode.... i can't use bluetooth mode making sound hearing sometimes....,0.375,0.375,0.375,Positive,2
4.0,after trying 4 month reviewthe medium could loaded. after trying 4 month nothing problem headphone noise cancellation phone headphone good sound base quality high i suggest buy product le costly quality good,0.23200000000000004,0.628,0.23200000000000004,Positive,2
5.0,super soundsuper sound boat,0.3666666666666667,0.5333333333333333,0.3666666666666667,Positive,2
5.0,"thing come headphonethis product come box warranty cable,audio jack ear cup etc",0.0,0.0,0.0,Neutral,1
5.0,value money,0.0,0.0,0.0,Neutral,1
4.0,"amazingly coolthis headphone light weight, make cool. sound quality seems clear & loudness normal earphone. it con connect aux key working(only work bluetooth on)",0.2857142857142857,0.6690476190476191,0.2857142857142857,Positive,2
4.0,goodnice,0.0,0.0,0.0,Neutral,1
5.0,fantastic purchase...loved itsound quality superb!! bass great. crystal clear sound. mic really good.light weight. it's heavy head. ear cup comfortable.,0.3277777777777777,0.6037037037037036,0.3277777777777777,Positive,2
3.0,disappointedthe overhead strap broke within 3days purchase also facing bluetooth connectivity issue i can't even claim warranty,0.0,0.0,0.0,Neutral,1
5.0,"mind blowing purchasewriting 1 year using product. it's awesome product nice battery backup , sound extremely good .overall good go product value money",0.68,0.72,0.68,Positive,2
5.0,very nice product.very nice product.,0.69,1.0,0.69,Positive,2
5.0,very nice,0.78,1.0,0.78,Positive,2
3.0,it broke in a monthbass sound quality noise cancellation work higher volume comfortable,0.35000000000000003,0.5666666666666668,0.35000000000000003,Positive,2
5.0,good productit best quality 1 thousand sound best,0.775,0.4000000000000001,0.775,Positive,2
5.0,boat,0.0,0.0,0.0,Neutral,1
4.0,nice quality productnice quality,0.6,1.0,0.6,Positive,2
5.0,very nice product i impressedthe medium could loaded.,0.78,1.0,0.78,Positive,2
5.0,no need mic separatelynice,0.0,0.0,0.0,Neutral,1
4.0,"good headphones, just feel little clumsytheyre good pair headphones, bluetooth compatible aux u connect pcthey feel little clumsy im afraid cusioning might come also dont cover whole ear7/10 would recommend (moderately)",0.04062499999999999,0.575,0.04062499999999999,Positive,2
4.0,sound quality goodthe medium could loaded. it's good i like it.,0.55,0.5,0.55,Positive,2
3.0,overall goodthe medium could loaded.,0.0,0.0,0.0,Neutral,1
2.0,sound issuesquality good sound issuessounds properly hear ...,0.375,0.375,0.375,Positive,2
5.0,sound quality excellent... most expensive product,0.35,0.6499999999999999,0.35,Positive,2
4.0,brilliant product !!!amazing product !! specially build quality... design & control well ! some special area mentioned.. i.e. bass good vocal clear... bluetooth connectivity also strong !! noise cancellation upto mark ok & aux cable quality weak think new aux cable need purchase need dual connectivity otherwise bluetooth stong work! one thing specially mention bass quality romours bass eliminated ! but totally wrong bass exist strong help hear vocal clearly also ear damaged ! one last earcups comfy & also headphone adjust well head... overall weight also good !with low medium budget valuable product !!,0.234844795356159,0.5406286894923258,0.234844795356159,Positive,2
5.0,good productrecommend buy.,0.7,0.6000000000000001,0.7,Positive,2
5.0,awesomeamazon=perfectionboat=best beast,0.0,0.0,0.0,Neutral,1
5.0,brilliant product happy the medium could loaded. all good 🤩,0.8000000000000002,0.8666666666666667,0.8000000000000002,Positive,2
2.0,"poor qualitypoor quality, headphone broken using 5 months.",-0.4,0.5,-0.4,Negative,0
4.0,a reasonable choice price.writing review using 1 week*the rating i giving according preference keep mind price also.sound quality- 3.5/5 - the sound could bright bass good. vocal separation okayish.comfort- 3/5- the earcups soft start hurt long use.build- 3.5/5 - the build plastic matte finish. it fragile break easily unless really try.battery-4.5/5- the battery life quite impressive. my daily use 5-6 hour easily lasted around 6-7 day single charge also get aux cable run battery.i also boat rockerz 450 sound quality slightly better way comfortable wear headphone long time continuously go also cost build quality quite good too.,0.3076441102756893,0.5226817042606516,0.3076441102756893,Positive,2
3.0,discomfort size softnessdiscomfortable using long time,-0.05,0.4,-0.05,Negative,0
4.0,sound quality worth price sometimes sound headphone lag behind ... but that's rare ... overall correct option u looking headphone limited budget,0.1326530612244898,0.37755102040816324,0.1326530612244898,Positive,2
2.0,worth 1kstresses ear used hour.. comfys ears. the sound keep coming headset kept higher volume even golden colour would start fade slowly,0.19,0.38,0.19,Positive,2
4.0,nice nice,0.6,1.0,0.6,Positive,2
4.0,qualityitem quality good reasonable price,0.44999999999999996,0.6000000000000001,0.44999999999999996,Positive,2
1.0,"avoid buying this. don't fall cheap pricethe headphone broke 3-4 month use. the build material good fragile. if want headphone use traveling, avoid high chance breaking down. warranty good nothing center far it'll cost half price ofthis headphone visit service center. there's also latency issue headphone. avoid headphone.",0.15377777777777774,0.45955555555555555,0.15377777777777774,Positive,2
5.0,good nice good product,0.6666666666666666,0.7333333333333334,0.6666666666666666,Positive,2
5.0,good product sound quality.,0.55,0.5,0.55,Positive,2
4.0,"nice productthe headhpones good quality aux cable working properly. it working good month, working properly. the sound quality good delay acceptable. overall good product",0.4222222222222222,0.4444444444444444,0.4222222222222222,Positive,2
5.0,good good,0.7,0.6000000000000001,0.7,Positive,2
5.0,excellent productexcellent product,1.0,1.0,1.0,Positive,2
5.0,superb quality exllent superb,1.0,1.0,1.0,Positive,2
4.0,nice headphonesthe headphone work well seems much bass even show instrumental music. quality ok premium. they noise canceling!,0.35833333333333334,0.6666666666666666,0.35833333333333334,Positive,2
5.0,blindly go itgreat sound music lover gamer,-0.04999999999999999,0.5333333333333333,-0.04999999999999999,Negative,0
1.0,"don't buy itit's worst product boat. firstly i got defected product. then i replaced used 1 month got problem connecting device, broke one side , problem on/off button also. and i option buying new headset it'll replace also. buy product boat one!!!!!!!!! disgusting product",-0.1875,0.696969696969697,-0.1875,Negative,0
4.0,good entertainment online meeting microphone quality really poor.audio quality good. easy operate. microphone quality poor. not recommended online meeting voice calls.,0.32666666666666666,0.5666666666666667,0.32666666666666666,Positive,2
5.0,supparasuper proudta,0.0,0.0,0.0,Neutral,1
5.0,very goodsound good,0.44999999999999996,0.45000000000000007,0.44999999999999996,Positive,2
3.0,"good, need improvementsound headphone really good, comfortable ear. possible, size headphone equal. after wearing headphone started hurting ears. need improve.",0.36,0.65,0.36,Positive,2
3.0,nicenice,0.0,0.0,0.0,Neutral,1
3.0,goodkuch accha ni laga ba wireless aur wire dono h ba wo laga,0.0,0.0,0.0,Neutral,1
5.0,quite nice sound applenice quality style sound bass good,0.39,0.58,0.39,Positive,2
3.0,designi like design product . after using product understood use jogging u use u face sound problem heavy shake overall soft use work home use .,0.07500000000000001,0.3125,0.07500000000000001,Positive,2
3.0,disappointednot best headphone price range i expected type sound quality boat i using boat product long time i'm really disappointed bass lover like prefer buying boat rockerz 570 way better headphone term sound quality build quality.,0.15625,0.45625,0.15625,Positive,2
4.0,full review plz read buying headset.hi i going give clear review headset.first sound quality supper.bass also good come according song requirment.noice cancellation ok.battery backup powerful.it's sound processing awesome.i noticed sound left speaker come loud basse whereas right vocal therefore sound generated feel like surrounding sound.but irritating something due effect sound come properly.but biggest backpoint confort can't continues 1 hr after time ear start paining.overall perfect product value money. please tell sound left speaker right speaker headphone problem.,0.2762605042016807,0.4693977591036415,0.2762605042016807,Positive,2
4.0,"battery good mic absolutely notthe battery life amazing 🤩 mic quality worst, one hear well i use mic even i speak lot louder.",0.125,0.85,0.125,Positive,2
4.0,yyyybass low... volume accha hai,0.0,0.3,0.0,Neutral,1
4.0,goodbest price range,0.0,0.0,0.0,Neutral,1
4.0,"boat rocker really rock !starting thing come inside boat rockerz 370 wireless headset , on ear headphone, micro usb cable(to charge headset), 3.5mm audio cable (to connect headset phone), manual, warranty card(one year warranty card).starting review product.personally really liked product, sound quality awesome loud increasing volume max able hear outside voice even though noise cancellation mentioned product description, bass headset really better product price range.talking bluetooth connectivity really instant, within fraction second get connected device , use product first time take little time ie.4-5 second connectand battery backup good i charged headset since day arrived ie 3 day extensive use.boat rocker 370 surely better product price range every aspect i liked short length extension headset provides company short cushion cup soft ear start paining using 1-2 hours.",0.2346590909090909,0.4390151515151515,0.2346590909090909,Positive,2
4.0,"not comfortablenot comfortable use cushion pad press ear tightly get irritated 10 min use. better go one bigger ear pads, cover full ear. there return policy also, i return it. better go this. sound build quality ok.",0.30892857142857144,0.5044642857142858,0.30892857142857144,Positive,2
4.0,average rounderit good mean sound good price range. but build quality upto mark may break easily edge importantly charging point aux cable creating problem device device perform okay. so problem price range think okay.,0.3523148148148148,0.613425925925926,0.3523148148148148,Positive,2
4.0,value moneygood headphone good sound quality. value money.,0.55,0.5,0.55,Positive,2
5.0,"noise cancellation?? my son can't hear me when i'm right next to him!! :)my son say sound awesome (all-caps = excitement level!), he's 14 year old that's huge compliment amazing product. a noise cancellation, even hear i'm right next speaking directly - that's good is!the build quality excellent last quite bit longer stated time single charge. he us almost constantly i seen charging couple time week.i think attractive price point kind sound usually available premium brand like jbl bose. i also bought earpods boat i'm pretty happy well. look like brand dedicated providing best user experience possible affordable price.",0.3979166666666667,0.5869047619047619,0.3979166666666667,Positive,2
5.0,perfect fit good battery lifesound quality good becomes better fit perfectly ear,0.6714285714285714,0.6428571428571429,0.6714285714285714,Positive,2
3.0,nice headphonesound good,0.6499999999999999,0.8,0.6499999999999999,Positive,2
3.0,not bad goodtoday almost 1month purchase boat headphone. the sound quality good. poor noise cancellation satisfaction equal price product. i recommend headphone looking budgetted headphone brand.if music lover plz. don't buy it.,0.20999999999999996,0.5033333333333333,0.20999999999999996,Positive,2
4.0,good headphone given prizebass quality,0.7,0.6000000000000001,0.7,Positive,2
4.0,"good price range.if search device ₹999 must buy this. the overall performance good although can't use 2-3 hour continuously start little pain ear yes watch movie upto 2:30 hour . the connectivity range best, hear sound clearly bass.",0.35178571428571426,0.41428571428571426,0.35178571428571426,Positive,2
2.0,"build quality is not goodthe medium could loaded. build quality good. possibility break extension points, part thin low quality plastic",0.09999999999999998,0.5833333333333334,0.09999999999999998,Positive,2
4.0,nicei like headphone new headphone got breaked use waranty card 1 year get new one?,0.13636363636363635,0.45454545454545453,0.13636363636363635,Positive,2
5.0,goodgood quantity good sound,0.55,0.5,0.55,Positive,2
5.0,worth of moneyamazon never disappoints it customer,0.3,0.1,0.3,Positive,2
4.0,"not perfect goodeverything okaay, noise cancellation, also bluetoothbin thing work like shit",-0.35,0.9,-0.35,Negative,0
4.0,everything good but...the sound quality great bass okay suggest buy gamer use headphone day long-the headphone's cushion soft using 1 hour irritate youi dont know thing get headache wear these.. see review complaining headache dont buy it..,0.39166666666666666,0.5166666666666667,0.39166666666666666,Positive,2
5.0,"value moneyi bought good music,. i bought two one one friend. they working well , it’s three month battery back also damn good.. speaker semi foldable even adjust head length.. overall convenient powerful.",0.33999999999999997,0.44000000000000006,0.33999999999999997,Positive,2
1.0,"product good initially reliability issue + warranty workthe product worked fine good 6-8 months.then one day wire came left side extend rim fit head.i thought i live it.2-days ago stopped working sudden. i submitted repair. it warranty.just rejected repair request saying product damaged.well, yes faulty that's i sent repair. what else repair request mean? send device 'all good' status what???the company fooling people selling china product, selling product stating provide warranty. in reality, product perform committed send repair, ask throw - immaterial warranty not!!!18-sept-2022: i received returned faulty product refused repair. and pulled wire way wire continuity seems broken. i did not give product condition - they broke it provide replacement!!!the agency boat india appear fraudulent specially sale service!!!!!! i added 2 picture show wire brokei thinking bringing consumer court!",0.27837752525252524,0.446577380952381,0.27837752525252524,Positive,2
5.0,fabulous product i liked much.i liked sound quality,0.5,0.75,0.5,Positive,2
5.0,nice quality charging bluetooth problemthe medium could loaded. good bass i use aux bluetooth working,0.3833333333333333,0.7000000000000001,0.3833333333333333,Positive,2
5.0,loved the voice of headphonesi'm excited use headphones.,0.5375,0.775,0.5375,Positive,2
3.0,build quality poor.. plastic's flexibility less.plastic's quality poor.,-0.4,0.6,-0.4,Negative,0
4.0,goodgood,0.0,0.0,0.0,Neutral,1
2.0,this comfortable io macbook airrockerz 370 comfortable macbook air labtop. connect disconnect time waist monkey. also charging cable good purchase this.if using android okay,0.39,0.54,0.39,Positive,2
4.0,very goodvery good,0.44999999999999996,0.45000000000000007,0.44999999999999996,Positive,2
5.0,sound qualitythe sound quality good bass quality amazing... it's also ideal thing gift someone birthday,0.47500000000000003,0.6333333333333334,0.47500000000000003,Positive,2
2.0,"not worth price useless productthis product unfit calling lag time can't hear sound, connectivity bluetooth worst time can't hear voice go blank .",-0.25,0.34,-0.25,Negative,0
4.0,plastic bad qualityplastic bad quality.it good bass.,-0.21249999999999994,0.6083333333333334,-0.21249999999999994,Negative,0
3.0,sound good bluetooth connectivity hardware poor.bluetooth connectivity hardware quality inside poor. it much costier regarding quality .,0.22500000000000003,0.45,0.22500000000000003,Positive,2
5.0,ear cushion could soft comfortable.ear cushion could soft comfortable. and slightly bigger radius.,0.15000000000000002,0.5,0.15000000000000002,Positive,2
4.0,"low budget acha qualitytoday, i got headphone nice colour quality",0.3,0.65,0.3,Positive,2
5.0,amazinggreat experience,0.0,0.0,0.0,Neutral,1
2.0,a headphone good mic really really badi bought office online meetings. however mic verymuch troublesome,0.44999999999999996,0.4,0.44999999999999996,Positive,2
1.0,"not worth itthe headphone play music normally good call meeting all. it connect macbook matter much i try. i needed work laptop connect wireless earphone mac turn out, headphone it. very frustrated unhappy purchase.",-0.15199999999999997,0.41200000000000003,-0.15199999999999997,Negative,0
4.0,best headphone low cost.noise cancelation unavailable headphone.size headphone needed extention.plastic weak.,0.20833333333333334,0.4083333333333334,0.20833333333333334,Positive,2
4.0,"it's good notice cancellationit's good range noise cancellation working good , i personally found whenever i go outside talk call difficult receiver hear voice calling i suggest head phone otherwise good",0.32857142857142857,0.5357142857142857,0.32857142857142857,Positive,2
5.0,"super sound clarity without raspinesssoft sound clarity, volume, noise block. and get used using control positioned behind ear & gradutions clear. eventually get used it. might feel sweaty sometime awesome product. worth every paisa spent this.",0.25416666666666665,0.46875000000000006,0.25416666666666665,Positive,2
4.0,"try improve quality bassthe bass quality good ,the sound crack listening high bass sound.the sponge cushion soft which, can't listen music several hours. i think try improve product customer",0.1514285714285714,0.41285714285714287,0.1514285714285714,Positive,2
5.0,besttheek hai par mujhay 200 rupee mahga pda,0.0,0.0,0.0,Neutral,1
5.0,"value money best headphone pricegood looks,amazing sound quaity bad thing uncomfortable coz cheap quality coushin",0.12000000000000002,0.6133333333333333,0.12000000000000002,Positive,2
5.0,average price pointaverage product,-0.15,0.39999999999999997,-0.15,Negative,0
2.0,worst durabilityeverything fine except durability. i brought product may within month broken. if durability bit better would awesome product small price,0.04444444444444445,0.6333333333333333,0.04444444444444445,Positive,2
3.0,mic goodnice mic good,0.7,0.6000000000000001,0.7,Positive,2
4.0,it good but bass not goodafter reviewing i bought headphone. but bass good.,0.27499999999999997,0.55,0.27499999999999997,Positive,2
4.0,good averagegodd,0.7,0.6000000000000001,0.7,Positive,2
4.0,"elegant lightweight good kids..good student e-classes. lightweight, elegant..wireless wired (with aux)...good spec price range....just check size figment head...was perfect fit, son, didnt cover ear fully...but since purchased him, i concerns...he boathead overall good product !!",0.6,0.6,0.6,Positive,2
1.0,waste moneythe build quality cheap broke month using. the return policy 15 days. cannot return now. it waste money. don't buy boat product ever. very cheap plastic material used.,0.13,0.40249999999999997,0.13,Positive,2
4.0,"simply amazing budget !!i using past 2 days, amazing product boat.earlier using boat wired earphone still running bdw, sound quality headphone good, youth connect swag there, love & recommend others buy it.",0.48125,0.6083333333333333,0.48125,Positive,2
5.0,verey goodthe medium could loaded. good quality sounds..,0.7,0.6000000000000001,0.7,Positive,2
3.0,not badnot bad,-0.6999999999999998,0.6666666666666666,-0.6999999999999998,Negative,0
3.0,headphonethis best headphone boat colour material weak colour gone 4months btw nice headphone,0.4083333333333334,0.6416666666666667,0.4083333333333334,Positive,2
3.0,bass quality soundbattery excellentbass average,-0.15000000000000002,0.44999999999999996,-0.15000000000000002,Negative,0
2.0,outdated. average.build quality cheap. very delicate. the earlier version better build quality. sound also average. sound outdated lack clarity. lack punch. over one feel outdated. they shud discontinue model.,-0.004000000000000015,0.5800000000000002,-0.004000000000000015,Negative,0
4.0,nice colornice product every try one,0.6,1.0,0.6,Positive,2
5.0,s.gotwalgood soundnice products.gotwal.....,0.0,0.0,0.0,Neutral,1
5.0,go itoverall performance best,1.0,0.3,1.0,Positive,2
5.0,powerful basso like much,0.25,0.6,0.25,Positive,2
4.0,"value moneyafter using month, good quality headphone value money. only con long use don’t recommend it’s bit small ear pain time often. bigger pro - battery life unmatched",0.07999999999999999,0.58,0.07999999999999999,Positive,2
3.0,"#average, #nice.sab kuch average h.price ke hisab se ear pain hota h.",-0.15,0.39999999999999997,-0.15,Negative,0
2.0,not good attending call mic good qualitythere problem mic. it good call it. a person side able hear properly even speak louder.,0.30999999999999994,0.5050000000000001,0.30999999999999994,Positive,2
5.0,good,0.7,0.6000000000000001,0.7,Positive,2
4.0,packing satisfying. product also nice.packing satisfying. product also nice.,0.5333333333333333,1.0,0.5333333333333333,Positive,2
3.0,"aux connected pc laptop,aux cable quality poor,aux cable quality cheap.. even not supported pc laptop.. sound quality bass average ,not like surround sound, and cant used devise charging.. device ..and it take too much time 3.5hr changing comparing other device.. well buy offer 700/-rs worth..",0.15937500000000002,0.384375,0.15937500000000002,Positive,2
2.0,very uncomfortable wearhurt ear wore hour,-0.65,1.0,-0.65,Negative,0
4.0,best headphone good quality bass quality goodnice product best headphone good quality bass quality good.,0.5428571428571428,0.48571428571428577,0.5428571428571428,Positive,2
1.0,worst productworst product every buyed uncomfortable ear connecting issue even connect phone pocket worst product even use returned product,-0.8333333333333334,1.0,-0.8333333333333334,Negative,0
4.0,"sound punchysound good but, play 90% sound volume, punchy music sound quality bad.",0.24000000000000005,0.4933333333333333,0.24000000000000005,Positive,2
5.0,how could better?it broke 2-3 month purchase. built qlty poor.,-0.4,0.6,-0.4,Negative,0
1.0,waste moneythis headphone useless broken within months. i bought broke waste money. i'm still trying return i can't. can anyone help this!,-0.3375,0.15000000000000002,-0.3375,Negative,0
5.0,superbexcellent headphone but improve volume control button,0.0,0.0,0.0,Neutral,1
3.0,bad productbad product body weak first day hard hurt ear 1 month loose drop ear . even shape changed oval,-0.23871794871794866,0.4871794871794871,-0.23871794871794866,Negative,0
3.0,ok upto markwhen hear u find jarring sound. it started day.when return window closed.,0.26666666666666666,0.3333333333333333,0.26666666666666666,Positive,2
5.0,best design headphone price. loved battery backupthis great product came across. really loved sound quality. the bass properly balanced. the little tight ear think get along uses. great design good colour combination.,0.41672077922077927,0.5259740259740261,0.41672077922077927,Positive,2
4.0,value moneyindian brand trust. a decent product price.,0.16666666666666666,0.6666666666666666,0.16666666666666666,Positive,2
5.0,"looking good , best quality nice designe",0.7666666666666666,0.6333333333333334,0.7666666666666666,Positive,2
3.0,180` rotating expect90` rotating,0.0,0.0,0.0,Neutral,1
5.0,supersuper,0.0,0.0,0.0,Neutral,1
5.0,happy satisfied.youtube/yt music. it connected well newly bought boat usb cable. niche ! good manufacturers.,0.5568181818181818,0.6848484848484849,0.5568181818181818,Positive,2
5.0,very good product good qualityvery good quality,0.7699999999999999,0.6600000000000001,0.7699999999999999,Positive,2
5.0,boat rocketzsuper nice,0.6,1.0,0.6,Positive,2
2.0,"waste money, one worst product life. go ear bud rather it.really worst product. wasted 1000 it, starting working good. but month started making creepy noise beat bass music.",-0.29375,0.525,-0.29375,Negative,0
3.0,"mic weeksound quality & battery good.only pain mic. on calls, speak loud, get voice through.",0.1,0.8,0.1,Positive,2
4.0,"it good productthe aux cable got damaged easily, even i handled care",0.5666666666666667,0.7166666666666668,0.5666666666666667,Positive,2
1.0,poor build qualitythe sound quality ok poor build quality. if keep adjusting strap break within month. i much better experience brands. their extended warranty use.don't buy,0.12,0.52,0.12,Positive,2
4.0,superb qualitysuperb quality lowest price,1.0,1.0,1.0,Positive,2
4.0,pocket friendly perfect music binge lazy afternoonsi liked lot cool tone color make look good sound noise canceling awesome.,0.5218750000000001,0.74375,0.5218750000000001,Positive,2
4.0,great dealeverything is great but the sound quality can be much better …..but overall impressive and bass is also great ……if you are considering buying this for gymming and exercise and kind of other such purpose then do buy it …..but if you are buying for gaming please first and have some other choice too because of latency rate …..that’s all,0.36538461538461536,0.5487179487179488,0.36538461538461536,Positive,2
2.0,ear hurtingmy ear hurt like someone pressing force,0.0,0.0,0.0,Neutral,1
2.0,disappointedsound quality & bass quality upto mark..after using hour ear getting pain..,-0.15000000000000002,0.5,-0.15000000000000002,Negative,0
4.0,affordable le comfortproduct best quality comfortable wear long duration.,0.44999999999999996,0.5,0.44999999999999996,Positive,2
4.0,"good u want cheap headphone good quality audiogot today , would update case notable event , great product boat comfort could better start causing ear pain hour use , bass good , thumping base make , moreoever , build quality could better using metal instead plastic point headband stretch , got birthday gift , must say , good gift ,before buying , watch bideos unboxing review thobravado boat making product available le price",0.41250000000000003,0.6041666666666666,0.41250000000000003,Positive,2
4.0,nice productthe base really good. value range money.i really liked it.,0.27499999999999997,0.8500000000000001,0.27499999999999997,Positive,2
5.0,"superb sound qualitybest product range, boat always rock",0.7,0.7,0.7,Positive,2
3.0,"uncomfortable sometimecons.1.uncomfortable using 2hrs2.build quality cheap, plastic might break careful3.minor connection problems4.no mic btwpros.1.good sound quality, bass good2. battery life good even use full volume3.padding soft still extended period time4.worth money spent want ""cheap good"" headphone",0.22999999999999998,0.55,0.22999999999999998,Positive,2
3.0,good one code wire diffectivethe sound qulity goof,0.55,0.5,0.55,Positive,2
5.0,quality goodproduct good,0.7,0.6000000000000001,0.7,Positive,2
5.0,greatgreat experience,0.0,0.0,0.0,Neutral,1
3.0,it feature mentioned product.it feature mentioned product. mostly able connect mobile laptop time. and anyhow time get connected then. if get call watch video song voice/sounds gap come sound distorted.,0.45,0.5125,0.45,Positive,2
4.0,"good value money.i like sound quality. nice bass, also love cushion support. my problem would head band tight feel uncomfortable 15-20 mins.",0.19591836734693882,0.626530612244898,0.19591836734693882,Positive,2
5.0,mind blowing superbawesome product,0.0,0.0,0.0,Neutral,1
2.0,"bad build quality serviceeverything nice build quality poor. bought 2months ago broke now. plus service bad. like apply hand hand delivery service centre near otherwise go service centre respective problem. like what's logic? can't near costumer apply home home service? emailed problem website response, like one side.",-0.14285714285714282,0.5476190476190476,-0.14285714285714282,Negative,0
4.0,bluetooth connectivitysound quality doubt good point becoz boat company feel bluetooth connectivity little bit pathetic sometimes connect anybody else's phone make sure tht u ur phone near 2 u otherwise there's glitch i heard google dangerous due ray i'll recommend u charge even 90 % battery becoz glitch start occur otherwise yes fall exercising that's good point 2 me. overall since 2 month usage good i keep box usage i got reasonable price grrt fr !,0.0943181818181818,0.5876262626262626,0.0943181818181818,Positive,2
